867,,Shechtman,"""for the discovery of quasicrystals""",2011,chemistry
872,,Sargent,"""for their empirical research on cause and effect in the macroeconomy""",2011,economics
873,,Sims,"""for their empirical research on cause and effect in the macroeconomy""",2011,economics
868,,Tranströmer,"""because, through his condensed, translucent images, he gives us fresh access to reality""",2011,literature
869,,Johnson Sirleaf,"""for their non-violent struggle for the safety of women and for womens rights to full participation in peace-building work""",2011,peace
870,,Gbowee,"""for their non-violent struggle for the safety of women and for womens rights to full participation in peace-building work""",2011,peace
871,,Karman,"""for their non-violent struggle for the safety of women and for womens rights to full participation in peace-building work""",2011,peace
864,,Perlmutter,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",2011,physics
865,,Schmidt,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",2011,physics
866,,Riess,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",2011,physics
861,,Beutler,"""for their discoveries concerning the activation of innate immunity""",2011,medicine
862,,Hoffmann,"""for their discoveries concerning the activation of innate immunity""",2011,medicine
863,,Steinman,"""for his discovery of the dendritic cell and its role in adaptive immunity""",2011,medicine
851,,Heck,"""for palladium-catalyzed cross couplings in organic synthesis""",2010,chemistry
852,,Negishi,"""for palladium-catalyzed cross couplings in organic synthesis""",2010,chemistry
853,,Suzuki,"""for palladium-catalyzed cross couplings in organic synthesis""",2010,chemistry
856,,Diamond,"""for their analysis of markets with search frictions""",2010,economics
857,,Mortensen,"""for their analysis of markets with search frictions""",2010,economics
858,,Pissarides,"""for their analysis of markets with search frictions""",2010,economics
854,,Vargas Llosa,"""for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat""",2010,literature
855,,Liu,"""for his long and non-violent struggle for fundamental human rights in China""",2010,peace
849,,Geim,"""for groundbreaking experiments regarding the two-dimensional material graphene""",2010,physics
850,,Novoselov,"""for groundbreaking experiments regarding the two-dimensional material graphene""",2010,physics
848,,Edwards,"""for the development of in vitro fertilization""",2010,medicine
841,,Ramakrishnan,"""for studies of the structure and function of the ribosome""",2009,chemistry
842,,Steitz,"""for studies of the structure and function of the ribosome""",2009,chemistry
843,,Yonath,"""for studies of the structure and function of the ribosome""",2009,chemistry
846,,Ostrom,"""for her analysis of economic governance, especially the commons""",2009,economics
847,,Williamson,"""for his analysis of economic governance, especially the boundaries of the firm""",2009,economics
844,,Müller,"""who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed""",2009,literature
845,,Obama,"""for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples""",2009,peace
838,,Kao,"""for groundbreaking achievements concerning the transmission of light in fibers for optical communication""",2009,physics
839,,Boyle,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",2009,physics
840,,Smith,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",2009,physics
835,,Blackburn,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",2009,medicine
836,,Greider,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",2009,medicine
837,,Szostak,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",2009,medicine
829,,Shimomura,"""for the discovery and development of the green fluorescent protein, GFP""",2008,chemistry
830,,Chalfie,"""for the discovery and development of the green fluorescent protein, GFP""",2008,chemistry
831,,Tsien,"""for the discovery and development of the green fluorescent protein, GFP""",2008,chemistry
834,,Krugman,"""for his analysis of trade patterns and location of economic activity""",2008,economics
832,,Le Clézio,"""author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization""",2008,literature
833,,Ahtisaari,"""for his important efforts, on several continents and over more than three decades, to resolve international conflicts""",2008,peace
826,,Nambu,"""for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics""",2008,physics
827,,Kobayashi,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",2008,physics
828,,Maskawa,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",2008,physics
823,,zur Hausen,"""for his discovery of human papilloma viruses causing cervical cancer""",2008,medicine
824,,Barré-Sinoussi,"""for their discovery of human immunodeficiency virus""",2008,medicine
825,,Montagnier,"""for their discovery of human immunodeficiency virus""",2008,medicine
816,,Ertl,"""for his studies of chemical processes on solid surfaces""",2007,chemistry
820,,Hurwicz,"""for having laid the foundations of mechanism design theory""",2007,economics
821,,Maskin,"""for having laid the foundations of mechanism design theory""",2007,economics
822,,Myerson,"""for having laid the foundations of mechanism design theory""",2007,economics
817,,Lessing,"""that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny""",2007,literature
818,,,"""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change""",2007,peace
819,,Gore,"""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change""",2007,peace
814,,Fert,"""for the discovery of Giant Magnetoresistance""",2007,physics
815,,Grünberg,"""for the discovery of Giant Magnetoresistance""",2007,physics
811,,Capecchi,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",2007,medicine
812,,Evans,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",2007,medicine
813,,Smithies,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",2007,medicine
806,,Kornberg,"""for his studies of the molecular basis of eukaryotic transcription""",2006,chemistry
807,,Phelps,"""for his analysis of intertemporal tradeoffs in macroeconomic policy""",2006,economics
808,,Pamuk,"""who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures""",2006,literature
809,,Yunus,"""for their efforts to create economic and social development from below""",2006,peace
810,,,"""for their efforts to create economic and social development from below""",2006,peace
804,,Mather,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",2006,physics
805,,Smoot,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",2006,physics
802,,Fire,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",2006,medicine
803,,Mello,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",2006,medicine
794,,Chauvin,"""for the development of the metathesis method in organic synthesis""",2005,chemistry
795,,Grubbs,"""for the development of the metathesis method in organic synthesis""",2005,chemistry
796,,Schrock,"""for the development of the metathesis method in organic synthesis""",2005,chemistry
799,,Aumann,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",2005,economics
800,,Schelling,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",2005,economics
801,,Pinter,"""who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms""",2005,literature
797,,,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",2005,peace
798,,ElBaradei,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",2005,peace
791,,Glauber,"""for his contribution to the quantum theory of optical coherence""",2005,physics
792,,Hall,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",2005,physics
793,,Hänsch,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",2005,physics
789,,Marshall,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",2005,medicine
790,,Warren,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",2005,medicine
779,,Ciechanover,"""for the discovery of ubiquitin-mediated protein degradation""",2004,chemistry
780,,Hershko,"""for the discovery of ubiquitin-mediated protein degradation""",2004,chemistry
781,,Rose,"""for the discovery of ubiquitin-mediated protein degradation""",2004,chemistry
786,,Kydland,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",2004,economics
787,,Prescott,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",2004,economics
782,,Jelinek,"""for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power""",2004,literature
783,,Maathai,"""for her contribution to sustainable development, democracy and peace""",2004,peace
776,,Gross,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",2004,physics
777,,Politzer,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",2004,physics
778,,Wilczek,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",2004,physics
774,,Axel,"""for their discoveries of odorant receptors and the organization of the olfactory system""",2004,medicine
775,,Buck,"""for their discoveries of odorant receptors and the organization of the olfactory system""",2004,medicine
769,,Agre,"""for the discovery of water channels""",2003,chemistry
770,,MacKinnon,"""for structural and mechanistic studies of ion channels""",2003,chemistry
771,,Engle III,"""for methods of analyzing economic time series with time-varying volatility (ARCH)""",2003,economics
772,,Granger,"""for methods of analyzing economic time series with common trends (cointegration)""",2003,economics
763,,Coetzee,"""who in innumerable guises portrays the surprising involvement of the outsider""",2003,literature
773,,Ebadi,"""for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children""",2003,peace
766,,Abrikosov,"""for pioneering contributions to the theory of superconductors and superfluids""",2003,physics
767,,Ginzburg,"""for pioneering contributions to the theory of superconductors and superfluids""",2003,physics
768,,Leggett,"""for pioneering contributions to the theory of superconductors and superfluids""",2003,physics
764,,Lauterbur,"""for their discoveries concerning magnetic resonance imaging""",2003,medicine
765,,Mansfield,"""for their discoveries concerning magnetic resonance imaging""",2003,medicine
756,,Fenn,"""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""",2002,chemistry
757,,Tanaka,"""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""",2002,chemistry
758,,Wüthrich,"""for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution""",2002,chemistry
759,,Kahneman,"""for having integrated insights from psychological research into economic science, especially concerning human judgment and decision-making under uncertainty""",2002,economics
760,,Smith,"""for having established laboratory experiments as a tool in empirical economic analysis, especially in the study of alternative market mechanisms""",2002,economics
761,,Kertész,"""for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history""",2002,literature
762,,Carter,"""for his decades of untiring effort to find peaceful solutions to international conflicts, to advance democracy and human rights, and to promote economic and social development""",2002,peace
753,,Davis Jr.,"""for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos""",2002,physics
754,,Koshiba,"""for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos""",2002,physics
755,,Giacconi,"""for pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources""",2002,physics
750,,Brenner,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",2002,medicine
751,,Horvitz,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",2002,medicine
752,,Sulston,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",2002,medicine
741,,Knowles,"""for their work on chirally catalysed hydrogenation reactions""",2001,chemistry
742,,Noyori,"""for their work on chirally catalysed hydrogenation reactions""",2001,chemistry
743,,Sharpless,"""for his work on chirally catalysed oxidation reactions""",2001,chemistry
744,,Akerlof,"""for their analyses of markets with asymmetric information""",2001,economics
745,,Spence,"""for their analyses of markets with asymmetric information""",2001,economics
746,,Stiglitz,"""for their analyses of markets with asymmetric information""",2001,economics
747,,Naipaul,"""for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories""",2001,literature
748,,,"""for their work for a better organized and more peaceful world""",2001,peace
749,,Annan,"""for their work for a better organized and more peaceful world""",2001,peace
738,,Cornell,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates""",2001,physics
739,,Ketterle,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates""",2001,physics
740,,Wieman,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates""",2001,physics
737,,Nurse,"""for their discoveries of key regulators of the cell cycle""",2001,medicine
735,,Hartwell,"""for their discoveries of key regulators of the cell cycle""",2001,medicine
736,,Hunt,"""for their discoveries of key regulators of the cell cycle""",2001,medicine
729,,Heeger,"""for the discovery and development of conductive polymers""",2000,chemistry
730,,MacDiarmid,"""for the discovery and development of conductive polymers""",2000,chemistry
731,,Shirakawa,"""for the discovery and development of conductive polymers""",2000,chemistry
732,,Heckman,"""for his development of theory and methods for analyzing selective samples""",2000,economics
733,,McFadden,"""for his development of theory and methods for analyzing discrete choice""",2000,economics
734,,Gao,"""for an &aelig;uvre of universal validity, bitter insights and linguistic ingenuity, which has opened new paths for the Chinese novel and drama""",2000,literature
725,,Dae-jung,"""for his work for democracy and human rights in South Korea and in East Asia in general, and for peace and reconciliation with North Korea in particular""",2000,peace
726,,Alferov,"""for developing semiconductor heterostructures used in high-speed- and opto-electronics""",2000,physics
727,,Kroemer,"""for developing semiconductor heterostructures used in high-speed- and opto-electronics""",2000,physics
728,,Kilby,"""for his part in the invention of the integrated circuit""",2000,physics
722,,Carlsson,"""for their discoveries concerning signal transduction in the nervous system""",2000,medicine
723,,Greengard,"""for their discoveries concerning signal transduction in the nervous system""",2000,medicine
724,,Kandel,"""for their discoveries concerning signal transduction in the nervous system""",2000,medicine
292,,Zewail,"""for his studies of the transition states of chemical reactions using femtosecond spectroscopy""",1999,chemistry
720,,Mundell,"""for his analysis of monetary and fiscal policy under different exchange rate regimes and his analysis of optimum currency areas""",1999,economics
676,,Grass,"""whose frolicsome black fables portray the forgotten face of history""",1999,literature
568,,,"""in recognition of the organisation's pioneering humanitarian work on several continents""",1999,peace
158,,'t Hooft,"""for elucidating the quantum structure of electroweak interactions in physics""",1999,physics
159,,Veltman,"""for elucidating the quantum structure of electroweak interactions in physics""",1999,physics
461,,Blobel,"""for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell""",1999,medicine
290,,Kohn,"""for his development of the density-functional theory""",1998,chemistry
291,,Pople,"""for his development of computational methods in quantum chemistry""",1998,chemistry
719,,Sen,"""for his contributions to welfare economics""",1998,economics
675,,Saramago,"""who with parables sustained by imagination, compassion and irony continually enables us once again to apprehend an elusory reality""",1998,literature
566,,Hume,"""for their efforts to find a peaceful solution to the conflict in Northern Ireland""",1998,peace
567,,Trimble,"""for their efforts to find a peaceful solution to the conflict in Northern Ireland""",1998,peace
155,,Laughlin,"""for their discovery of a new form of quantum fluid with fractionally charged excitations""",1998,physics
156,,Störmer,"""for their discovery of a new form of quantum fluid with fractionally charged excitations""",1998,physics
157,,Tsui,"""for their discovery of a new form of quantum fluid with fractionally charged excitations""",1998,physics
458,,Furchgott,"""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system""",1998,medicine
459,,Ignarro,"""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system""",1998,medicine
460,,Murad,"""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system""",1998,medicine
287,,Boyer,"""for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)""",1997,chemistry
288,,Walker,"""for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)""",1997,chemistry
289,,Skou,"""for the first discovery of an ion-transporting enzyme, Na+, K+ -ATPase""",1997,chemistry
717,,Merton,"""for a new method to determine the value of derivatives""",1997,economics
718,,Scholes,"""for a new method to determine the value of derivatives""",1997,economics
674,,Fo,"""who emulates the jesters of the Middle Ages in scourging authority and upholding the dignity of the downtrodden""",1997,literature
564,,,"""for their efforts to ban and remove anti-personnel landmines""",1997,peace
565,,Williams,"""for their work for the banning and clearing of anti-personnel mines""",1997,peace
152,,Chu,"""for development of methods to cool and trap atoms with laser light""",1997,physics
153,,Cohen-Tannoudji,"""for development of methods to cool and trap atoms with laser light""",1997,physics
154,,Phillips,"""for development of methods to cool and trap atoms with laser light""",1997,physics
457,,Prusiner,"""for his discovery of Prions - a new biological principle of infection""",1997,medicine
284,,Curl Jr.,"""for their discovery of fullerenes""",1996,chemistry
285,,Kroto,"""for their discovery of fullerenes""",1996,chemistry
286,,Smalley,"""for their discovery of fullerenes""",1996,chemistry
715,,Mirrlees,"""for their fundamental contributions to the economic theory of incentives under asymmetric information""",1996,economics
716,,Vickrey,"""for their fundamental contributions to the economic theory of incentives under asymmetric information""",1996,economics
673,,Szymborska,"""for poetry that with ironic precision allows the historical and biological context to come to light in fragments of human reality""",1996,literature
562,,Belo,"""for their work towards a just and peaceful solution to the conflict in East Timor""",1996,peace
563,,Ramos-Horta,"""for their work towards a just and peaceful solution to the conflict in East Timor""",1996,peace
149,,Lee,"""for their discovery of superfluidity in helium-3""",1996,physics
150,,Osheroff,"""for their discovery of superfluidity in helium-3""",1996,physics
151,,Richardson,"""for their discovery of superfluidity in helium-3""",1996,physics
455,,Doherty,"""for their discoveries concerning the specificity of the cell mediated immune defence""",1996,medicine
456,,Zinkernagel,"""for their discoveries concerning the specificity of the cell mediated immune defence""",1996,medicine
281,,Crutzen,"""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone""",1995,chemistry
282,,Molina,"""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone""",1995,chemistry
283,,Rowland,"""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone""",1995,chemistry
714,,Lucas Jr.,"""for having developed and applied the hypothesis of rational expectations, and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy""",1995,economics
672,,Heaney,"""for works of lyrical beauty and ethical depth, which exalt everyday miracles and the living past""",1995,literature
560,,Rotblat,"""for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms""",1995,peace
561,,,"""for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms""",1995,peace
147,,Perl,"""for the discovery of the tau lepton""",1995,physics
148,,Reines,"""for the detection of the neutrino""",1995,physics
452,,Lewis,"""for their discoveries concerning the genetic control of early embryonic development""",1995,medicine
453,,Nüsslein-Volhard,"""for their discoveries concerning the genetic control of early embryonic development""",1995,medicine
454,,Wieschaus,"""for their discoveries concerning the genetic control of early embryonic development""",1995,medicine
280,,Olah,"""for his contribution to carbocation chemistry""",1994,chemistry
711,,Harsanyi,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",1994,economics
712,,Nash Jr.,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",1994,economics
713,,Selten,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",1994,economics
671,,Oe,"""who with poetic force creates an imagined world, where life and myth condense to form a disconcerting picture of the human predicament today""",1994,literature
557,,Arafat,"""for their efforts to create peace in the Middle East""",1994,peace
